-63.3716841,79.92822105,0
-63.3716841,79.92822105,0
-63.71362437,79.9128048,0
-63.71362437,79.9128048,0
-63.73294882,79.91169583,0
-63.73294882,79.91169583,0
-64.07412233,79.88804103,0
-64.07412233,79.88804103,0
-64.10145502,79.88581694,0
-64.10145502,79.88581694,0
-64.44148695,79.85417029,0
-64.44148695,79.85417029,0
-64.81436759,79.81121088,0
-64.81436759,79.81121088,0
-64.85694996,79.805769,0
-64.85694996,79.805769,0
-65.52923207,79.70576703,0
-65.52923207,79.70576703,0
-65.91726656,79.63635671,0
-65.91726656,79.63635671,0
-66.63790084,79.48577275,0
-66.63790084,79.48577275,0
-66.71208923,79.46871424,0
-66.71208923,79.46871424,0
-67.43436384,79.28794096,0
-67.43436384,79.28794096,0
-68.23968109,79.05588963,0
-68.23968109,79.05588963,0
-68.86435539,78.85453635,0
-68.86435539,78.85453635,0
-69.27491989,78.7123072,0
-69.27491989,78.7123072,0
-70.09457032,78.40543515,0
-70.09457032,78.40543515,0
-70.8021136,78.1164714,0
-70.8021136,78.1164714,0
-71.50352444,77.80844024,0
-71.50352444,77.80844024,0
-72.19812824,77.4825521,0
-72.19812824,77.4825521,0
-72.8853698,77.13994396,0
-72.8853698,77.13994396,0
-73.29537596,76.92606416,0
-73.29537596,76.92606416,0
-73.56304265,76.78263125,0
-73.56304265,76.78263125,0
-73.97112658,76.55818675,0
-73.97112658,76.55818675,0
-74.23254255,76.41075609,0
-74.23254255,76.41075609,0
-74.49154096,76.26187983,0
-74.49154096,76.26187983,0
-74.89635363,76.02359258,0
-74.89635363,76.02359258,0
-75.14921971,75.87128603,0
-75.14921971,75.87128603,0
-75.30153791,75.77825757,0
-75.30153791,75.77825757,0
-75.70295748,75.52846478,0
-75.70295748,75.52846478,0
-76.01222986,75.33143641,0
-76.01222986,75.33143641,0
-76.41030058,75.07196756,0
-76.41030058,75.07196756,0
-76.56815631,74.96724289,0
-76.56815631,74.96724289,0
-77.12058531,74.59254162,0
-77.12058531,74.59254162,0
-77.44108567,74.36928494,0
-77.44108567,74.36928494,0
-78.69394026,73.45493731,0
-78.69394026,73.45493731,0
-79.72946039,72.64862041,0
-79.72946039,72.64862041,0
-80.80785095,71.75940263,0
-80.80785095,71.75940263,0
-81.65022035,71.02898968,0
-81.65022035,71.02898968,0
-82.53954886,70.22305754,0
-82.53954886,70.22305754,0
-83.2219377,69.579934,0
-83.2219377,69.579934,0
-83.91231728,68.90697771,0
-83.91231728,68.90697771,0
-84.59684731,68.21712275,0
-84.59684731,68.21712275,0
-85.28128924,67.5043612,0
-85.28128924,67.5043612,0
-85.79475254,66.95423394,0
-85.79475254,66.95423394,0
-86.61764939,66.04433247,0
-86.61764939,66.04433247,0
-87.2774021,65.28904835,0
-87.2774021,65.28904835,0
-87.92989209,64.51885016,0
-87.92989209,64.51885016,0
-88.60380066,63.69840819,0
-88.60380066,63.69840819,0
-89.99711474,61.91816298,0
-89.99711474,61.91816298,0
-90.94191519,60.64313999,0
-90.94191519,60.64313999,0
-91.98289936,59.17058924,0
-91.98289936,59.17058924,0
-92.46389758,58.46491179,0
-92.46389758,58.46491179,0
-93.4625467,56.94568552,0
-93.4625467,56.94568552,0
-94.02804134,56.05128596,0
-94.02804134,56.05128596,0
-94.9793399,54.48694981,0
-94.9793399,54.48694981,0
-95.66662795,53.30681368,0
-95.66662795,53.30681368,0
-96.33803174,52.11016097,0
-96.33803174,52.11016097,0
-96.85011075,51.16624492,0
-96.85011075,51.16624492,0
-97.49207994,49.94170823,0
-97.49207994,49.94170823,0
-97.9794631,48.97906077,0
-97.9794631,48.97906077,0
-98.4556936,48.00867529,0
-98.4556936,48.00867529,0
-98.92054758,47.03082379,0
-98.92054758,47.03082379,0
-99.37378887,46.04577398,0
-99.37378887,46.04577398,0
-99.81516831,45.05379113,0
-99.81516831,45.05379113,0
-100.2444233,44.05514007,0
